Data,Anúncios comerciais (minutos),Tempo de anúncios (em seg.) por hora,Média de espectadores,Mensagens do chat,Participantes do chat,Visualiz. de clipes,Clipes criados,Seguidores,Espectadores de hospedagem e raids (%),Visualiz. ao vivo,Máximo de espectadores,Minutos assistidos,Minutos transmitidos,Espectadores únicos,Sub-receita,Renda com o Prime,Receita de inscrições de presente,Receita de inscrições de presente de múltiplos meses,Receita de Bits,Receita de anúncios,Receita das vendas de jogos,Receita de extensões,Receita de patrocínios,Receita de outras interações com Bits,Inscrições Prime,Total de inscrições pagas,Inscritos Grupo 1,Inscritos Grupo 2,Inscritos Grupo 3,Total de inscrições de presente,Inscrições Grupo 1 de presente,Total de inscrições de presente de múltiplos meses,Inscrições de presente de múltiplos meses do Grupo 1,Inscrições de presente de múltiplos meses do Grupo 2,Inscrições de presente de múltiplos meses do Grupo 3
Wed Sep 30 2020,0,0,12.13,94,12,3,0,2,5.5,24,16,291,24,21,0,0,7,0,0,0.01,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
Thu Oct 01 2020,4,91.72,83.04,609,79,5,0,36,49.08,1395,952,13037,157,1218,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Oct 02 2020,0,0,18.33,933,39,92,5,6,33.79,218,59,3977,218,152,1.37,1.75,0,0,0,0.02,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sat Oct 03 2020,0,0,10.6,849,22,203,3,4,11.9,234,24,2386,225,171,0,0,0,0,0.2,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Oct 04 2020,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 05 2020,15,367.35,11.18,512,24,93,2,2,0.25,124,19,1632,147,86,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Oct 06 2020,24,351.22,9.37,578,38,18,2,4,7.13,193,18,2315,246,126,0,1.75,0,0,0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Oct 07 2020,33,363.3,9.44,1077,243,24,2,14,13.96,333,30,3087,327,229,0,3.5,0,0,0,0.01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Thu Oct 08 2020,6,103.35,10.45,788,30,0,11,5,5.14,155,20,2373,209,103,0,1.75,0,0,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Oct 09 2020,15,160.71,9.31,1034,29,62,2,9,8.11,247,18,3157,336,162,1.24,0,0,0,0,0.06,0,0.16,0,0,0,1,1,0,0,0,0,0,0,0,0
Sat Oct 10 2020,21,395.81,8.86,631,15,10,6,1,14.34,131,15,1701,191,93,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Oct 11 2020,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 12 2020,0,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Oct 13 2020,0,0,22.91,886,38,3,20,3,26.1,199,78,2245,98,129,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Oct 14 2020,18,383.43,12.76,692,34,39,2,5,3.54,196,46,2144,169,138,0,1.75,0,0,0.07,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Oct 15 2020,6,88.52,10.31,1199,41,1,2,3,1.67,192,17,2516,244,124,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Oct 16 2020,18,217.45,12.84,1042,39,1,0,10,18.21,270,100,3827,298,210,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Oct 17 2020,18,350.27,13.58,611,23,3,1,8,23.89,133,22,2512,185,98,0,1.75,0.8,0,0,0.01,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Sun Oct 18 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon Oct 19 2020,18,368.18,11.19,562,23,4,7,4,6.33,182,28,1958,176,125,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Oct 20 2020,15,173.63,28.18,1006,64,18,4,38,30.54,706,320,8765,311,545,0,0,0,0,0.25,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Oct 21 2020,0,0,14.01,737,42,2,1,12,4.59,243,27,3446,245,173,1.03,0,0,0,0,0.03,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Thu Oct 22 2020,0,0,10.99,351,13,1,0,1,0.11,40,13,945,86,33,0,1.75,0,0,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Oct 23 2020,0,0,13.02,539,25,2,13,2,0,158,20,2018,156,91,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Oct 24 2020,0,0,10.67,1392,34,61,4,3,0.21,358,18,6178,578,218,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Oct 25 2020,0,0,12.13,183,22,31,2,5,5.42,143,25,2122,175,106,1.03,1.75,0,0,0,0.01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mon Oct 26 2020,0,0,16.76,599,24,12,8,3,0,166,24,2748,163,86,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Oct 27 2020,0,0,14.42,1043,43,26,8,6,7.98,338,71,5738,398,229,1.11,1.75,0,0,0,0.02,0,0.32,0,0,1,1,1,0,0,0,0,0,0,0,0
Wed Oct 28 2020,0,0,14.7,866,36,16,5,3,8.28,269,35,3985,272,156,0,1.75,0,0,0.05,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Oct 29 2020,0,0,12.44,722,31,35,9,3,1.8,194,24,2886,232,91,0,1.75,0,0,0,0.13,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Oct 30 2020,0,0,28.04,971,68,20,10,45,28.66,635,338,7459,265,433,0,0,4.9,0,0.1,0.04,0,0.08,0,0,0,0,0,0,0,3,3,0,0,0,0
Sat Oct 31 2020,0,0,12.25,206,19,78,26,1,0.87,88,18,1495,122,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 01 2020,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 02 2020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 03 2020,0,0,14.43,1018,30,4,15,3,2.02,163,21,2424,169,111,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 04 2020,0,0,13.03,931,26,10,6,2,0,190,21,3063,234,130,0,1.75,0,0,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Nov 05 2020,0,0,17.52,1220,40,0,6,8,9.37,355,64,4046,231,271,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 06 2020,0,0,20.49,235,21,3,0,1,9.76,85,30,1209,59,55,0,1.75,1.06,0,0,0.01,0,0.08,0,0,1,0,0,0,0,1,1,0,0,0,0
Sat Nov 07 2020,0,0,14.1,1153,38,0,2,8,1.89,333,30,4385,312,193,0,1.75,0,0,0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Nov 08 2020,0,0,16.76,392,18,2,1,3,0,97,22,1173,70,76,0,3.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Mon Nov 09 2020,0,0,13.82,784,25,56,0,1,1.16,120,20,2321,169,90,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 10 2020,0,0,10.98,808,30,7,0,6,3.33,160,22,2283,209,87,0,1.75,0,0,0,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Nov 11 2020,0,0,13.71,1194,39,12,13,5,5.97,307,61,5072,370,180,0,1.75,0,0,0,0.04,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0
Thu Nov 12 2020,0,0,17.75,938,42,65,3,8,11.95,416,116,4225,240,275,0,1.75,0,0,0,0.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Nov 13 2020,0,0,15,92,10,32,0,4,8.28,19,21,435,29,18,1.15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sat Nov 14 2020,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 15 2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 16 2020,0,0,14.38,513,21,0,7,1,0,105,20,2042,142,64,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 17 2020,0,0,19.37,1411,43,1,3,11,18,442,147,6778,349,304,0,3.5,0,0,0,0.05,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Wed Nov 18 2020,0,0,18.7,1534,29,4,6,2,9.35,208,33,4544,242,141,1.79,0,2.94,0,0,0.03,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0
Thu Nov 19 2020,0,0,19.61,1040,43,28,6,6,17.8,394,192,6040,307,285,0,1.75,1.64,0,0,0.04,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Fri Nov 20 2020,0,0,28.87,1138,77,0,9,37,22.36,595,328,7651,266,452,0,0,8.49,0,0,0.03,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
Sat Nov 21 2020,0,0,15.22,143,12,4,0,0,2.74,38,20,913,60,30,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 22 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mon Nov 23 2020,0,0,18.54,561,29,0,2,2,15.35,220,29,2893,157,136,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 24 2020,0,0,17.29,788,41,0,2,7,12.01,281,39,4305,249,180,1.04,6.99,0,0,0,0.01,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0
Wed Nov 25 2020,0,0,15.2,863,34,10,10,9,0.98,242,22,3663,240,146,1.03,0,0,0,0.1,0.08,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Thu Nov 26 2020,0,0,14.85,905,32,42,5,1,0.34,194,24,3548,240,95,0,1.75,0,0,0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Nov 27 2020,0,0,10.4,561,26,8,0,2,1.29,131,15,1788,171,59,2.86,0,0,0,0.05,0.04,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Sat Nov 28 2020,0,0,12.11,834,19,1,0,1,0,135,19,2023,167,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 29 2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 30 2020,0,0,15.67,762,30,0,3,5,0.78,174,24,2836,181,123,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 01 2020,0,0,17.57,1198,46,8,13,9,11.59,236,47,4710,269,153,0,1.75,0,0,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Dec 02 2020,0,0,17.74,813,47,39,0,5,13.38,264,54,4595,259,175,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 03 2020,0,0,18.37,609,38,5,7,2,4.75,209,81,3197,174,147,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 04 2020,0,0,12.48,1277,42,46,2,9,6.67,227,35,3956,317,158,0,0,0,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Dec 05 2020,0,0,12.95,228,13,0,0,1,3.92,52,19,842,64,37,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 06 2020,0,0,0,0,0,10,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 07 2020,0,0,9.73,562,19,0,3,2,0.12,138,15,1703,176,65,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 08 2020,0,0,9.74,814,28,8,3,2,6.31,194,22,2504,258,106,0,3.5,0,0,0,0.03,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Wed Dec 09 2020,0,0,11.29,243,10,0,0,0,10.33,38,14,542,48,29,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 10 2020,0,0,17,1258,28,9,10,8,0,268,26,3179,186,162,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 11 2020,0,0,13.24,675,31,13,2,2,0,185,21,3005,226,87,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Dec 12 2020,0,0,12.35,222,15,14,5,0,0.39,64,17,1272,103,47,0,3.5,0,0,0,0.01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Sun Dec 13 2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon Dec 14 2020,0,0,10.09,637,19,4,0,1,0.11,100,21,1896,188,58,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 15 2020,15,214.29,14.15,1109,32,3,8,2,7.93,133,22,3567,252,87,0,1.75,0,0,0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Dec 16 2020,6,100,20.94,530,46,1,3,16,34.87,388,153,4522,216,309,1.47,1.75,0,0,1,0.1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Thu Dec 17 2020,0,0,10.15,884,26,2,1,2,15.71,196,17,2762,269,126,0,1.75,0,0,0,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Dec 18 2020,0,0,10.71,81,8,1,1,1,11.28,22,13,257,23,18,4.66,0,0,0,0.1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
Sat Dec 19 2020,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 20 2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 21 2020,0,0,13.03,664,23,5,6,1,2.4,131,21,2294,176,89,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 22 2020,0,0,15.95,1005,29,16,24,1,6.36,177,35,3317,206,102,1.52,1.75,0,0,0,0.89,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Wed Dec 23 2020,0,0,90.68,1334,53,56,11,27,30.96,1694,1126,22942,253,1064,1.51,1.75,8.53,0,0,0.09,0,0.08,0,0,1,1,1,0,0,5,5,0,0,0,0
Thu Dec 24 2020,0,0,21.26,807,29,8,1,6,0.3,165,28,2657,125,98,1.16,3.5,0,0,0.1,0,0,0.64,0,0,2,1,1,0,0,0,0,0,0,0,0
Fri Dec 25 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sat Dec 26 2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 27 2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0.01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Mon Dec 28 2020,0,0,11.43,484,23,1,4,1,0,128,18,1943,171,89,0,1.75,0,0,0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tue Dec 29 2020,0,0,16.78,909,38,2,3,7,10.01,302,87,4245,253,225,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 30 2020,0,0,15.25,660,28,15,9,6,8.31,181,22,3538,232,96,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 31 2020,0,0,13.32,189,13,19,0,0,7.51,26,18,826,62,21,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Jan 01 2021,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 02 2021,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 03 2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 04 2021,18,327.27,12.21,529,32,3,3,3,1.57,152,17,2417,198,109,0,1.75,0,0,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tue Jan 05 2021,9,129.6,10.2,800,25,14,2,0,2.81,148,16,2561,250,87,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Jan 06 2021,18,272.27,8.93,386,24,3,4,3,8.52,104,15,2135,238,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 07 2021,6,378.95,7.72,96,11,5,2,0,0.23,20,13,440,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 08 2021,66,360.55,14.31,2200,52,9,18,23,2.13,509,24,9428,659,254,1.44,3.5,2.55,0,0.6,0.01,0,0.24,0,0,2,1,1,0,0,2,2,0,0,0,0
Sat Jan 09 2021,9,352.17,20.9,653,32,55,2,4,7.8,72,29,1923,92,59,1.63,0,7.8,0,0,0,0,0,0,0,0,1,1,0,0,8,8,0,0,0,0
Sun Jan 10 2021,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 11 2021,0,0,10.44,403,20,0,1,0,4.46,169,28,1859,179,119,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 12 2021,0,0,11.09,792,37,0,6,10,4.01,194,20,2840,255,140,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 13 2021,18,189.47,11.62,1297,40,33,27,5,17.31,194,35,3963,342,124,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 14 2021,21,346.79,23.59,1861,368,4,6,306,38.56,1738,1691,5166,218,1468,0,1.75,0,0,0,0.38,0,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Jan 15 2021,24,239.34,123.57,3306,254,27,23,114,42.25,1527,850,44608,361,1038,2.92,8.74,8.33,0,3.84,0.05,0,0,0,0,5,2,2,0,0,7,7,0,0,0,0
Sat Jan 16 2021,0,0,23.27,470,23,15,3,1,0.11,80,28,1838,79,51,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon Jan 18 2021,15,337.5,14.26,517,27,0,5,4,3.86,173,23,2282,160,116,2.91,0,0,0,0,0.01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Tue Jan 19 2021,9,137.87,12.23,495,33,13,9,7,0.14,182,20,2886,235,130,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 20 2021,18,259.2,15.23,827,45,23,12,11,8.77,294,27,3807,250,186,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 21 2021,6,79.41,13.08,702,31,1,5,5,7,221,24,3571,272,145,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 22 2021,12,154.29,11.84,939,44,13,3,16,2.94,320,32,3303,280,212,3.01,1.75,0,0,0,0.01,0,0.08,0,0,1,2,2,0,0,0,0,0,0,0,0
Sat Jan 23 2021,0,0,20.69,489,22,13,4,12,0.49,120,33,1821,88,89,1.39,1.75,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sun Jan 24 2021,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mon Jan 25 2021,18,362.01,11.69,622,37,2,1,3,1.72,158,28,2093,179,93,1.09,0,0,0,0,0.02,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tue Jan 26 2021,6,91.14,11.61,632,31,7,6,0,0.4,156,16,2739,237,92,0,5.24,0,0,0,0.02,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Wed Jan 27 2021,12,164.26,28.13,909,39,1,2,5,37,406,131,7397,263,317,2.85,0,0,0,0,0.03,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Thu Jan 28 2021,1,18.65,14.49,571,25,3,2,3,5.68,164,27,2797,193,119,0,1.75,0,0,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fri Jan 29 2021,12,168.75,13.65,866,28,10,6,0,8.15,186,20,3495,256,151,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 30 2021,12,436.36,15.33,285,16,10,0,1,4.08,52,23,1518,99,47,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 31 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 01 2021,18,378.95,12.58,395,27,0,2,3,0.05,136,22,2164,171,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 02 2021,12,180.75,13.05,910,31,15,5,1,0.97,145,28,3107,239,97,0,1.75,0,0,0,0.2,0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Feb 03 2021,23,255.56,94.44,1052,71,21,10,54,42.67,1854,597,30410,324,1506,0,5.24,0,0,0,0.02,0,0.4,0,0,3,0,0,0,0,0,0,0,0,0,0
Thu Feb 04 2021,3,52.43,17.55,554,35,11,5,8,13.09,235,75,3597,206,170,0,0,0,0,0.02,0.01,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 05 2021,15,180,15.17,665,36,4,1,9,19.84,355,63,4552,300,278,0,0,0,0,0,0.05,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 06 2021,12,229.79,10.87,250,18,4,3,2,10.23,109,18,2043,188,86,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Feb 07 2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 08 2021,0,0,9.76,466,21,1,1,0,0.06,147,18,1689,173,113,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 09 2021,24,223.83,10.16,650,39,1,2,14,6.2,305,30,3921,386,204,1.62,8.74,0,0,0,0.01,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0
Wed Feb 10 2021,15,144.77,8.26,448,41,1,6,10,9.55,190,19,3090,373,133,1.41,0,0,0,0,0.01,0,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0
Thu Feb 11 2021,0,0,11.43,104,11,12,0,2,10.32,42,17,1017,89,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 12 2021,0,0,7.28,235,18,2,4,1,0.08,74,12,1231,169,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 13 2021,0,0,10.15,183,12,0,2,0,0.62,47,14,802,79,30,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Feb 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 15 2021,12,254.12,8.08,274,20,0,2,1,0.15,95,15,1373,170,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 16 2021,0,0,9.4,599,32,16,8,4,3.31,192,18,2415,257,115,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wed Feb 17 2021,12,153.74,13.05,531,36,4,1,2,15.19,192,40,3667,281,136,1.11,1.75,1.15,0,0.48,0.01,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
Thu Feb 18 2021,0,0,12.21,610,30,7,4,7,5.15,136,47,3089,252,104,2.9,0,0,0,0,0.01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Fri Feb 19 2021,0,0,14.95,246,14,7,2,0,9.69,47,22,1435,96,37,0,1.75,0,0,0,0.01,0,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0
Sat Feb 20 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Feb 21 2021,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
